Country,Year,Gini,Gini Change,S80/20,S80S20 Change,GDP,GDP Growth ,Government Expenditure into Education,Government Expenditure into Health,Government Expenditure into Social Protection,Foreign Direct Investment Net Inflow - Million Units,Net Trade in Goods&Services,Unemployment Rate per % of Labour Force,Tertiary Education,Education Attainment 30-34 Year Olds,Tertiary Education Attainment Change
Slovakia,2000,,,,,29169953013,1.166528247,,,,2183119136,-459032794.2,19.05999947,,,
Slovakia,2001,,,,,30752150336,3.253782729,,,,1532584052,-1644062765,19.37999916,,,
Slovakia,2002,,,,,35130340674,4.509444001,,,,4212437461,-1704770079,18.71999931,,,
Slovakia,2003,,,,,46816589165,5.499082151,,,,969200518.9,-407799314.6,17.12000084,,,
Slovakia,2004,,,,,57332015148,5.278879991,,,,4063498785,-1738016962,18.60000038,,,
Slovakia,2005,26.2,,3.92,,62785305310,6.623463215,3.9,6.4,14.3,3923508331,-2652504895,16.26000023,40.35343933,14.3,
Slovakia,2006,28.1,0.072519084,4.06,0.035714286,70708098106,8.493177587,3.9,6.6,13,5701436727,-2333414267,13.36999989,44.77801132,14.4,0.006993007
Slovakia,2007,24.5,-0.128113879,3.48,-0.142857143,86454081577,10.83202883,3.7,6.2,13,5058234422,-615579829.1,11.14000034,50.18767166,14.8,0.027777778
Slovakia,2008,23.7,-0.032653061,3.36,-0.034482759,1.00E+11,5.574886362,3.7,6.8,12.4,4640891412,-2236270617,9.510000229,53.75125122,15.8,0.067567568
Slovakia,2009,24.8,0.046413502,3.56,0.05952381,89046289247,-5.455533231,4.5,7.4,15.1,1521083444,-863793098.4,12.02999973,56.04681015,17.6,0.113924051
Slovakia,2010,25.9,0.044354839,3.8,0.06741573,90310718349,5.871256109,4.6,7.4,15.1,2115832960,-970887816,14.38000011,57.0667305,22.1,0.255681818
Slovakia,2011,25.7,-0.007722008,3.81,0.002631579,99122802874,2.847218178,4.3,7,14.6,5431592592,-462990160.6,13.61999989,56.24747849,23.2,0.049773756
Slovakia,2012,25.3,-0.015564202,3.73,-0.020997375,94534730681,1.896742271,4,6.9,14.8,1776566141,3766024391,13.96000004,56.14001083,23.7,0.021551724
Slovakia,2013,24.2,-0.043478261,3.58,-0.040214477,98848641555,0.666535042,4.1,7,15.2,1003901609,4474170163,14.22000027,54.36053085,26.9,0.135021097
Slovakia,2014,26.1,0.078512397,3.93,0.097765363,1.01E+11,2.641589746,4,7.1,15,-362908482.7,3943564821,13.18000031,52.68478012,26.9,0
Slovakia,2015,23.7,-0.091954023,3.54,-0.099236641,88467555244,4.81489967,4.2,7.1,14.7,1520387926,1034342372,11.47999954,50.70005035,28.4,0.055762082
Slovakia,2016,24.3,0.025316456,3.63,0.025423729,89655253976,2.132727784,3.9,7.5,14.9,4742874364,1836592310,9.670000076,47.79592133,31.5,0.10915493
Slovakia,2017,23.2,-0.04526749,3.49,-0.038567493,95494424979,3.043279556,3.9,7.2,14.6,4225581974,1657330187,8.130000114,46.63439178,34.3,0.088888889
Slovakia,2018,20.9,-0.099137931,3.03,-0.131805158,1.06E+11,3.768631509,4,7.3,14.4,2250850832,847285092.7,6.539999962,45.36722946,37.7,0.099125364
Slovakia,2019,22.8,0.090909091,3.34,0.102310231,1.05E+11,2.317023455,4.2,7.7,14.4,2312686694,287239343.5,5.75,,40.1,0.063660477
Slovakia,2020,,,,,,,,,,,,6.789999962,,39.7,
Slovenia,1995,,,,,21352224019,4.107158356,,,,150400000,-371600000,7.150000095,,39.7,
Slovenia,1996,,,,,21507232649,3.203005809,,,,173300000,-185700000,6.909999847,,,
Slovenia,1997,,,,,20763101741,5.049793457,,,,334500000,-138700000,6.650000095,,,
Slovenia,1998,,,,,22146231968,3.279365444,,,,215700000,-291900000,7.389999866,,,
Slovenia,1999,,,,,22711384311,5.332666572,,,,106600000,-880300000,7.320000172,,,
Slovenia,2000,22,,,,20289627637,3.67237155,,,,135800000,-689300000,6.920000076,,,
Slovenia,2001,22,0,,,20876309970,3.216560335,,,,501200000,-117100000,5.679999828,,,
Slovenia,2002,22,0,,,23489890274,3.505598057,,,,1849800000,336000000,5.920000076,,,
Slovenia,2003,,,,,29634713641,2.960260286,,,,535600000,-14100000,6.480000019,,,
Slovenia,2004,,,,,34414784504,4.359192778,,,,763100000,-406000000,6.010000229,,,
Slovenia,2005,23.8,,3.43,,36206395971,3.797972642,6.5,6.4,17.7,970800000,-197600000,6.510000229,79.24755096,24.6,
Slovenia,2006,23.7,-0.004201681,3.39,-0.011661808,39481045038,5.746396901,6.3,6.3,17.1,692021551.7,84666077.48,5.949999809,82.57848358,28.1,0.142276423
Slovenia,2007,23.2,-0.021097046,3.31,-0.02359882,48006372844,6.980160755,5.9,5.9,16.3,1884506373,-597748578.8,4.820000172,84.57386017,31,0.103202847
Slovenia,2008,23.4,0.00862069,3.36,0.01510574,55552509155,3.509841517,6.1,6.2,16.5,1080741792,-1012134994,4.369999886,85.51544952,30.9,-0.003225806
Slovenia,2009,22.7,-0.02991453,3.24,-0.035714286,50368056405,-7.548437791,6.6,6.9,18.4,-346971372.9,699396073.7,5.860000134,86.44242859,31.6,0.022653722
Slovenia,2010,23.8,0.04845815,3.42,0.055555556,48161250405,1.343748472,6.5,6.9,19.2,319143932.6,421447623.1,7.239999771,89.15319061,34.8,0.101265823
Slovenia,2011,23.8,0,3.46,0.011695906,51516366655,0.861327733,6.4,7,19.6,875946337.7,293526871.6,8.170000076,86.01754761,37.9,0.08908046
Slovenia,2012,23.7,-0.004201681,3.44,-0.005780347,46580457470,-2.639438757,6.4,6.9,19.5,33537889.49,1453938722,8.840000153,87.01795959,39.2,0.034300792
Slovenia,2013,24.4,0.029535865,3.6,0.046511628,48401896808,-1.029282772,6.5,6.8,19.6,104022716.6,2825510540,10.10000038,85.28806305,40.1,0.022959184
Slovenia,2014,25,0.024590164,3.7,0.027777778,49930685013,2.768158831,6,6.5,18.8,1019380613,3506288764,9.670000076,82.23113251,41,0.02244389
Slovenia,2015,24.5,-0.02,3.6,-0.027027027,43090173395,2.210081607,5.6,6.7,18.3,1730147099,3463352515,8.960000038,80.26098633,43.4,0.058536585
Slovenia,2016,24.4,-0.004081633,3.56,-0.011111111,44736333522,3.191852518,5.5,6.7,17.6,1446274235,3841628577,8,77.84908295,44.2,0.01843318
Slovenia,2017,23.7,-0.028688525,3.42,-0.039325843,48586603448,4.79354876,5.4,6.5,17.1,1196228605,4384568564,6.559999943,78.58899689,46.4,0.049773756
Slovenia,2018,23.4,-0.012658228,3.38,-0.011695906,54161636035,4.384501721,5.4,6.6,16.6,1538137615,4613304725,5.110000134,77.11312103,42.7,-0.079741379
Slovenia,2019,23.9,0.021367521,3.39,0.00295858,54174227309,3.184341624,5.5,6.7,16.5,1709955186,4608624599,4.449999809,,44.9,0.051522248
Slovenia,2020,,,,,,,,,,,,5.170000076,,46.9,
Spain,1995,34,,,,6.15E+11,2.757493994,,,,8281607345,-1090056714,22.68000031,,46.9,
Spain,1996,34,0,,,6.43E+11,2.660524453,,,,9801379213,2884818093,22.13999939,,,
Spain,1997,35,0.029411765,,,5.90E+11,3.702580285,,,,9433660065,3828678157,20.70000076,,,
Spain,1998,34,-0.028571429,,,6.19E+11,4.393037351,,,,15714658309,-1809459296,18.67000008,,,
Spain,1999,33,-0.029411765,,,6.35E+11,4.490491316,,,,19628574140,-12253316342,15.47999954,,,
Spain,2000,32,-0.03030303,,,5.97E+11,5.24599468,,,,40509751188,-17728761019,13.78999996,,,
Spain,2001,33,0.03125,,,6.27E+11,3.932948843,,,,28909416991,-14353790990,10.35000038,,,
Spain,2002,31,-0.060606061,,,7.05E+11,2.731022232,,,,39359708554,-14084882628,11.14999962,,,
Spain,2003,,,,,9.05E+11,2.981894836,,,,30744905691,-20111136438,11.27999973,,,
Spain,2004,31,,,,1.07E+12,3.122795242,,,,25268192651,-39836029847,11.09000015,,,
Spain,2005,32.2,0.038709677,5.55,,1.15E+12,3.652032674,4,5.7,12.7,27007774843,-55410761942,9.149999619,67.15335083,39.9,
Spain,2006,31.9,-0.00931677,5.52,-0.005405405,1.26E+12,4.102727115,4,5.7,12.7,32927841460,-71686931445,8.449999809,68.53449249,39.4,-0.012531328
Spain,2007,31.9,0,5.48,-0.007246377,1.47E+12,3.604687971,4,5.7,12.8,68229666915,-85471111720,8.229999542,68.75184631,40.9,0.038071066
Spain,2008,32.4,0.015673981,5.59,0.020072993,1.63E+12,0.887145182,4.2,6.1,13.8,74088629877,-77546608603,11.25,69.74542236,41.3,0.009779951
Spain,2009,32.9,0.015432099,5.87,0.050089445,1.49E+12,-3.763231927,4.6,6.8,16.1,9549813317,-13093157219,17.86000061,71.5843277,40.7,-0.014527845
Spain,2010,33.5,0.018237082,6.16,0.049403748,1.42E+12,0.163010231,4.5,6.6,16.7,36609340306,-14962366973,19.86000061,75.91094971,42,0.031941032
Spain,2011,34,0.014925373,6.28,0.019480519,1.48E+12,-0.814373455,4.4,6.5,17,26832032515,4550068632,21.38999939,80.0379715,41.9,-0.002380952
Spain,2012,34.2,0.005882353,6.47,0.030254777,1.32E+12,-2.959441302,4.2,6.3,17.8,20848479096,26980752078,24.79000092,82.27033234,41.5,-0.009546539
Spain,2013,33.7,-0.014619883,6.29,-0.027820711,1.35E+12,-1.435394259,4.1,6.2,18.2,47373243839,53047822726,26.09000015,83.72563934,42.3,0.019277108
Spain,2014,34.7,0.029673591,6.81,0.082670906,1.37E+12,1.383907943,4.1,6.2,17.9,32943256863,42521839586,24.44000053,85.4462738,42.3,0
Spain,2015,34.6,-0.002881844,6.87,0.008810573,1.20E+12,3.83517266,4.1,6.2,17.2,23037070821,36329793200,22.05999947,85.61177826,40.9,-0.033096927
Spain,2016,34.5,-0.002890173,6.6,-0.03930131,1.23E+12,3.03130133,4.1,6.1,17,44253339408,49394269911,19.63999939,86.51608276,40.1,-0.019559902
Spain,2017,34.1,-0.011594203,6.59,-0.001515152,1.31E+12,2.973641191,4,6,16.7,31565354024,47694998447,17.21999931,88.85301208,41.2,0.027431421
Spain,2018,33.2,-0.026392962,6.03,-0.084977238,1.42E+12,2.430047145,4,6,16.9,55382572352,38574542816,15.26000023,91.11257172,42.4,0.029126214
Spain,2019,33,-0.006024096,5.94,-0.014925373,1.39E+12,1.950126894,4,6.1,17.4,14813334470,41840480212,14.10000038,,44.7,0.054245283
Spain,2020,,,,,,,,,,,,15.67000008,,44.8,
Sweden,1995,,,,,2.67E+11,3.935192926,,,,14939375567,14383610468,8.899999619,,,
Sweden,1996,,,,,2.92E+11,1.579456406,,,,5491883748,16811305568,9.550000191,,,
Sweden,1997,21,,,,2.68E+11,3.070526593,,,,10271066269,16244548745,10.35999966,,,
Sweden,1998,,,,,2.71E+11,4.311836353,,,,23334866535,15728309639,8.93999958,,,
Sweden,1999,22,,,,2.74E+11,4.247184144,,,,62910430888,16091289013,7.610000134,,,
Sweden,2000,,,,,2.63E+11,4.766348871,,,,22817836821,16061659825,5.46999979,,,
Sweden,2001,24,,,,2.42E+11,1.449498618,,,,18217810086,18591350342,4.730000019,,,
Sweden,2002,23,-0.041666667,,,2.67E+11,2.196921062,,,,18381645408,16610629030,4.96999979,,,
Sweden,2003,,,,,3.34E+11,2.30981059,,,,6007683416,18511561810,5.559999943,,,
Sweden,2004,23,,,,3.85E+11,4.336856154,,,,16854649894,26940503054,6.690000057,,,
Sweden,2005,23.4,0.017391304,3.33,,3.92E+11,2.85880324,6.6,6.5,21.9,20782686616,24798839623,7.489999771,81.95384216,37.6,
Sweden,2006,24,0.025641026,3.58,0.075075075,4.23E+11,4.662773552,6.5,6.4,21.1,22052656379,29860287392,7.070000172,79.32479858,39.5,0.050531915
Sweden,2007,23.4,-0.025,3.35,-0.06424581,4.91E+11,3.439221776,6.3,6.4,20,46143507533,31342881729,6.159999847,74.83711243,41,0.037974684
Sweden,2008,25.1,0.072649573,3.7,0.104477612,5.18E+11,-0.450559257,6.4,6.6,19.9,41436553996,31027233567,6.239999771,70.73696136,42,0.024390244
Sweden,2009,26.3,0.047808765,3.96,0.07027027,4.37E+11,-4.339790575,6.7,7,21.4,8960871621,21695731951,8.350000381,70.74315643,43.9,0.045238095
Sweden,2010,25.5,-0.030418251,3.85,-0.027777778,4.96E+11,5.952107008,6.4,6.7,20.3,625102142.5,23672379779,8.609999657,73.67311096,45.3,0.031890661
Sweden,2011,26,0.019607843,3.95,0.025974026,5.74E+11,3.195333235,6.3,6.7,19.6,6979353755,28825149689,7.800000191,72.82540131,46.8,0.033112583
Sweden,2012,26,0,3.98,0.007594937,5.52E+11,-0.588304569,6.4,6.8,20.4,4273531542,28324831033,7.980000019,68.81764984,47.9,0.023504274
Sweden,2013,26,0,3.97,-0.002512563,5.87E+11,1.187775716,6.5,6.9,21,1316837632,28578977578,8.050000191,63.21715927,48.3,0.008350731
Sweden,2014,26.9,0.034615385,4.15,0.04534005,5.82E+11,2.657798275,6.5,6.9,20.5,-8624292984,23165519016,7.949999809,62.18059158,49.9,0.033126294
Sweden,2015,26.7,-0.007434944,4.06,-0.021686747,5.05E+11,4.489281588,6.4,6.8,20.1,10254328595,21258290471,7.429999828,62.28247833,50.2,0.006012024
Sweden,2016,27.6,0.033707865,4.25,0.04679803,5.16E+11,2.070593151,6.6,6.9,20.6,15642287790,16107016758,6.989999771,63.54801941,51,0.015936255
Sweden,2017,28,0.014492754,4.27,0.004705882,5.41E+11,2.567924525,6.7,6.8,20,28044145194,14624772305,6.71999979,66.9882431,51.3,0.005882353
Sweden,2018,27,-0.035714286,4.13,-0.032786885,5.55E+11,1.950022846,6.9,7,19.6,-952353416.6,12726871830,6.369999886,72.46116638,51.8,0.009746589
Sweden,2019,27.6,0.022222222,4.33,0.04842615,5.31E+11,1.260980055,6.9,7,19,16836299507,18869724360,6.829999924,,52.5,0.013513514
Sweden,2020,,,,,,,,,,,,8.449999809,,52.2,
Switzerland,1995,,,,,3.43E+11,0.480866509,,,,4158247960,14403419962,3.329999924,,,
Switzerland,1996,,,,,3.30E+11,0.540027568,,,,4880219416,12583959677,3.710000038,,,
Switzerland,1997,,,,,2.87E+11,2.340149834,,,,8391921106,14061341028,4.199999809,,,
Switzerland,1998,,,,,2.95E+11,2.989891802,,,,11345529735,12697634857,3.599999905,,,
Switzerland,1999,,,,,2.90E+11,1.694719825,,,,14541329308,15727670908,3.150000095,,,
Switzerland,2000,,,,,2.72E+11,3.936823537,,,,23080879763,14442378613,2.670000076,,,
Switzerland,2001,,,,,2.79E+11,1.312423626,,,,9765012889,12921975885,2.49000001,,,
Switzerland,2002,,,,,3.01E+11,0.162612987,,,,8258050580,19180796442,2.920000076,,,
Switzerland,2003,,,,,3.53E+11,0.039576572,,,,19721053893,21708441216,4.119999886,,,
Switzerland,2004,,,,,3.94E+11,2.776223402,,,,7102294153,33573096705,4.320000172,,,
Switzerland,2005,,,,,4.09E+11,3.115245649,5.2,1.8,13.1,2664910821,26836289519,4.440000057,45.80414963,33.4,
Switzerland,2006,,,,,4.31E+11,3.988634104,5,1.7,12.3,53760772986,34276508427,4,46.53779984,35,0.047904192
Switzerland,2007,30.4,,4.71,,4.80E+11,4.111877785,4.8,1.6,11.9,48688296543,50147323557,3.650000095,47.24253082,36.5,0.042857143
Switzerland,2008,31.1,0.023026316,4.86,0.031847134,5.54E+11,2.154701961,4.9,1.7,11.8,2990936685,59699587681,3.349999905,48.83327866,41.3,0.131506849
Switzerland,2009,30.7,-0.012861736,4.76,-0.020576132,5.42E+11,-2.222107159,5.2,1.9,12.5,47658570355,39765046422,4.119999886,50.14809036,43.4,0.050847458
Switzerland,2010,29.6,-0.035830619,4.48,-0.058823529,5.84E+11,3.002699064,5.1,1.8,12.5,17670735603,63038619514,4.800000191,52.93772888,41.9,-0.034562212
Switzerland,2011,29.7,0.003378378,4.52,0.008928571,7.00E+11,1.692808513,5.2,1.9,12.5,20764483835,57007076007,4.400000095,54.48451996,41.8,-0.002386635
Switzerland,2012,28.8,-0.03030303,4.4,-0.026548673,6.68E+11,1.006024046,5.3,2,12.5,39943494322,67405129053,4.489999771,55.52046967,42.3,0.011961722
Switzerland,2013,28.5,-0.010416667,4.22,-0.040909091,6.89E+11,1.852039816,5.3,2.1,13.3,-24926465857,76472402855,4.75,56.27014923,44.8,0.059101655
Switzerland,2014,29.5,0.035087719,4.42,0.047393365,7.09E+11,2.449218056,5.3,2.1,13,21003091522,75928895455,4.829999924,57.22972107,47.2,0.053571429
Switzerland,2015,29.6,0.003389831,4.48,0.013574661,6.80E+11,1.333369175,5.4,2.1,13.1,1.19E+11,74934022470,4.800000191,57.70735168,49.3,0.044491525
Switzerland,2016,29.4,-0.006756757,4.42,-0.013392857,6.71E+11,1.72274067,5.4,2.1,13.3,1.67E+11,73971403366,4.920000076,58.04695129,51.2,0.038539554
Switzerland,2017,30.1,0.023809524,4.63,0.047511312,6.80E+11,1.79940885,5.4,2.1,13.2,1.43E+11,71361493834,4.800000191,59.56298828,52.8,0.03125
Switzerland,2018,29.7,-0.013289037,4.5,-0.028077754,7.05E+11,2.750553775,5.3,2.1,12.9,-1.47E+11,86726021710,4.710000038,61.37744904,55,0.041666667
Switzerland,2019,30.6,0.03030303,4.75,0.055555556,7.03E+11,0.928832412,5.4,2.1,12.9,37313310481,84343289853,4.389999866,,56.1,0.02
Switzerland,2020,,,,,,,,,,,,4.940000057,,56.4,
Turkey,1995,,,,,1.69E+11,7.878266876,,,,885000000,-3532000000,7.639999866,,,
Turkey,1996,,,,,1.81E+11,7.379664474,,,,722000000,-3607000000,6.630000114,,,
Turkey,1997,,,,,1.90E+11,7.577663644,,,,805000000,-4136000000,6.840000153,,,
Turkey,1998,,,,,2.76E+11,2.40415026,,,,940000000,-520000000,6.889999866,,,
Turkey,1999,,,,,2.56E+11,-3.263168414,,,,783000000,-2269000000,7.690000057,,,
Turkey,2000,,,,,2.74E+11,6.933239708,,,,982000000,-10682000000,6.5,,,
Turkey,2001,,,,,2.02E+11,-5.750006557,,,,3352000000,5773000000,8.380000114,,,
Turkey,2002,46,,,,2.40E+11,6.447722052,,,,1082000000,1495000000,10.35999966,,,
Turkey,2003,,,,,3.15E+11,5.763206069,,,,1702000000,-3017000000,10.53999996,,,
Turkey,2004,,,,,4.09E+11,9.795936382,,,,2785000000,-9706000000,10.84000015,,,
Turkey,2005,,,,,5.06E+11,8.992304944,,,,10031000000,-17064000000,10.64000034,,,
Turkey,2006,44.9,,11.29,,5.57E+11,6.947988086,,,,20185000000,-26990000000,8.720000267,,11.9,
Turkey,2007,43.2,-0.037861915,9.33,-0.17360496,6.81E+11,5.043507925,,,,22047000000,-32739000000,8.869999886,,12.3,0.033613445
Turkey,2008,43,-0.00462963,9.33,0,7.70E+11,0.815024571,,,,19851000000,-34009000000,9.710000038,,13,0.056910569
Turkey,2009,44.2,0.027906977,10.35,0.109324759,6.49E+11,-4.823153949,,,,8585000000,-6036000000,12.55000019,,14.7,0.130769231
Turkey,2010,43.5,-0.015837104,9.93,-0.04057971,7.77E+11,8.427104323,,,,9099000000,-39580000000,10.65999985,,15.5,0.054421769
Turkey,2011,43.3,-0.004597701,9.51,-0.042296073,8.39E+11,11.20011058,,,,16182000000,-68872000000,8.800000191,,16.3,0.051612903
Turkey,2012,42.8,-0.011547344,9.33,-0.018927445,8.81E+11,4.788492709,,,,13744000000,-42823000000,8.149999619,,18,0.104294479
Turkey,2013,42.1,-0.01635514,8.7,-0.067524116,9.58E+11,8.485817002,,,,13563000000,-48515000000,8.729999542,,19.5,0.083333333
Turkey,2014,41.2,-0.021377672,8.35,-0.040229885,9.39E+11,4.93971516,,,,13337000000,-32163000000,9.880000114,,21.5,0.102564103
Turkey,2015,41.9,0.016990291,8.61,0.031137725,8.64E+11,6.0844869,,,,19263000000,-19021000000,10.23999977,,23.6,0.097674419
Turkey,2016,42.6,0.016706444,8.65,0.004645761,8.70E+11,3.323084208,,,,13835000000,-19400000000,10.84000015,,26.5,0.122881356
Turkey,2017,43,0.009389671,8.68,0.003468208,8.59E+11,7.501997494,,,,11042000000,-32242000000,10.81999969,,27.3,0.030188679
Turkey,2018,43,0,8.66,-0.002304147,7.78E+11,2.958966724,,,,12822000000,-10552000000,10.89000034,,28.8,0.054945055
Turkey,2019,41.7,-0.030232558,8.35,-0.035796767,7.61E+11,0.916534797,,,,9266000000,18777000000,13.67000008,,31.4,0.090277778
Turkey,2020,,,,,,,,,,,,13.92000008,,33.1,
United Kingdom,1995,32,,,,1.34E+12,2.531670037,,,,29129258041,-4886522252,8.68999958,,,
United Kingdom,1996,32,0,,,1.42E+12,2.49153318,,,,32412668835,-3662771032,8.18999958,,,
United Kingdom,1997,30,-0.0625,,,1.56E+12,3.854829991,,,,51311836384,2898078058,7.070000172,,,
United Kingdom,1998,32,0.066666667,,,1.65E+12,3.644853396,,,,1.10E+11,-11830609610,6.199999809,,,
United Kingdom,1999,32,0,,,1.68E+12,3.428223328,,,,1.30E+11,-24090534658,6.039999962,,,
United Kingdom,2000,32,0,,,1.66E+12,3.437471629,,,,1.64E+11,-29441309485,5.559999943,,,
United Kingdom,2001,35,0.09375,,,1.64E+12,2.974363653,,,,56090924809,-37247736861,4.699999809,,,
United Kingdom,2002,35,0,,,1.78E+12,2.324351122,,,,89760582753,-48011697202,5.039999962,,,
United Kingdom,2003,,,,,2.05E+12,3.28637759,,,,36011240473,-45999030991,4.809999943,,,
United Kingdom,2004,,,,,2.42E+12,2.373951428,,,,87059621382,-61743973041,4.590000153,,,
United Kingdom,2005,34.6,,5.87,,2.54E+12,3.179728893,5.5,6.3,14.5,2.53E+11,-61769554605,4.75,58.96609879,34.5,
United Kingdom,2006,32.5,-0.060693642,5.39,-0.081771721,2.71E+12,2.788324566,5.6,6.5,14.2,2.04E+11,-57318725433,5.349999905,59.03244019,36.4,0.055072464
United Kingdom,2007,32.6,0.003076923,5.34,-0.009276438,3.10E+12,2.430553201,5.7,6.5,14.3,2.10E+11,-63256697027,5.260000229,58.49451065,38.3,0.052197802
United Kingdom,2008,33.9,0.039877301,5.63,0.054307116,2.92E+12,-0.281153556,5.8,6.9,14.8,2.53E+11,-65970822404,5.619999886,56.64390945,39.5,0.031331593
United Kingdom,2009,32.4,-0.044247788,5.25,-0.06749556,2.41E+12,-4.247821763,6.2,7.7,16.7,14547108445,-38981476047,7.539999962,57.90053177,41.4,0.048101266
United Kingdom,2010,32.9,0.015432099,5.35,0.019047619,2.48E+12,1.949521464,6.3,7.6,16.7,66734551294,-48267744803,7.789999962,58.92335129,43.1,0.041062802
United Kingdom,2011,33,0.003039514,5.34,-0.001869159,2.66E+12,1.540147403,5.8,7.4,16.6,27012050072,-25349093659,8.039999962,59.14593124,45.5,0.055684455
United Kingdom,2012,31.3,-0.051515152,4.98,-0.06741573,2.70E+12,1.478923924,5.6,7.4,16.9,46750789728,-33482076939,7.889999866,59.40211868,46.9,0.030769231
United Kingdom,2013,30.2,-0.03514377,4.63,-0.070281124,2.79E+12,2.139485718,5.3,7.4,16.5,54473175400,-39470495962,7.519999981,57.03876114,47.4,0.010660981
United Kingdom,2014,31.6,0.046357616,5.06,0.09287257,3.06E+12,2.607475901,5.3,7.5,16.1,58890445253,-47594898975,6.110000134,56.5644989,47.7,0.006329114
United Kingdom,2015,32.4,0.025316456,5.23,0.033596838,2.93E+12,2.355524306,5.2,7.5,16,45333483122,-43323762445,5.300000191,56.45848846,47.8,0.002096436
United Kingdom,2016,31.5,-0.027777778,5.12,-0.021032505,2.69E+12,1.918155132,5.1,7.6,15.6,3.25E+11,-48620524910,4.809999943,58.42562103,48.1,0.006276151
United Kingdom,2017,33.1,0.050793651,5.4,0.0546875,2.67E+12,1.892077007,4.9,7.5,15.1,1.25E+11,-38428304940,4.329999924,59.99557114,48.2,0.002079002
United Kingdom,2018,33.5,0.012084592,5.63,0.042592593,2.86E+12,1.340720602,4.8,7.5,15,81158909779,-33752109335,4,61.38288879,48.8,0.012448133
United Kingdom,2019,,,,,2.83E+12,1.462658202,4.9,7.7,14.8,2236675458,-35041318413,3.74000001,,50,0.024590164
United Kingdom,2020,,,,,,,,,,,,4.340000153,,,
