Country,Year,Gini,Gini Change,S80/20,S80S20 Change,GDP,GDP Growth ,Government Expenditure into Education,Government Expenditure into Health,Government Expenditure into Social Protection,Foreign Direct Investment Net Inflow - Million Units,Net Trade in Goods&Services,Unemployment Rate per % of Labour Force,Tertiary Education,Education Attainment 30-34 Year Olds,Tertiary Education Attainment Change
Malta,2013,28,0.033210332,4.14,0.050761421,10551661220,5.473355914,5.6,5.5,13.3,510057778.1,640894838.6,6.110000134,43.89136887,28.7,0.091254753
Malta,2014,27.7,-0.010714286,4.05,-0.02173913,11626281450,7.633538464,5.4,5.5,12.7,155878728.1,1349786402,5.730000019,44.33583832,28.6,-0.003484321
Malta,2015,28.1,0.014440433,4.15,0.024691358,11091434435,9.608132348,5.1,5.4,11.5,3640705147,1038114346,5.380000114,47.12258148,29.1,0.017482517
Malta,2016,28.6,0.017793594,4.22,0.01686747,11665231192,3.891206925,5.1,5.3,11.4,2776034108,1295971584,4.690000057,48.60340881,32,0.099656357
Malta,2017,28.2,-0.013986014,4.21,-0.002369668,13146963159,8.015063134,4.8,5.3,11,3757935765,2228646182,4,54.25991821,33.5,0.046875
Malta,2018,28.7,0.017730496,4.28,0.016627078,14750790658,5.178598482,5.1,5.4,10.8,4335013966,2226151285,3.660000086,59.25175858,34.7,0.035820896
Malta,2019,28,-0.024390244,4.18,-0.023364486,14989415684,4.919822117,5.3,5.5,10.8,4115026656,2114647691,3.400000095,,38.1,0.097982709
Malta,2020,,,,,,,,,,,,4.090000153,,39.7,
Montenegro,1995,,,,,,,,,,,,30.56999969,,,
Montenegro,1996,,,,,,,,,,,,30.56999969,,,
Montenegro,1997,,,,,,,,,,,,30.54999924,,,
Montenegro,1998,,,,,,4.900006713,,,,,,30.54999924,,,
Montenegro,1999,,,,,,-9.400001407,,,,,,30.64999962,,,
Montenegro,2000,,,,,984297589.4,3.100000184,,,,,,30.57999992,,,
Montenegro,2001,,,,,1159869246,1.099842719,,,,,,30.53000069,,,
Montenegro,2002,,,,,1284685051,1.90393392,,,,,,30.63999939,,,
Montenegro,2003,,,,,1707710053,2.482659361,,,,,,30.62999916,,,
Montenegro,2004,,,,,2073234418,4.426052958,,,,,,30.5,,,
Montenegro,2005,,,,,2257174481,4.180601527,,,,,,30.30999947,22.12244034,,
Montenegro,2006,,,,,2721903149,8.566419508,,,,,,24.51000023,25.90391922,,
Montenegro,2007,,,,,3680711744,6.810150491,,,,937357714.7,-1588601287,19.39999962,33.29285049,,
Montenegro,2008,,,,,4545674528,7.222752034,,,,975271781.8,-2431833171,17.14999962,41.03633118,,
Montenegro,2009,,,,,4159330370,-5.795096184,,,,1550285725,-1278506163,19.09000015,49.21644974,,
Montenegro,2010,,,,,4142931813,2.734379292,,,,758254398.6,-1064300255,19.64999962,52.22526932,,
Montenegro,2011,,,,,4544575152,3.228419022,,,,556662007.5,-977371674,19.67000008,,24.1,
Montenegro,2012,,,,,4087561650,-2.723796788,,,,618126498.7,-1005754872,19.96999931,,24.2,0.004149378
Montenegro,2013,38.5,,8.54,,4464502434,3.548980552,,,,446456998,-900221249.5,19.5,,26.8,0.107438017
Montenegro,2014,36.5,-0.051948052,7.27,-0.148711944,4587741791,1.783712151,,,,496993506.5,-909752754.1,18,,28.3,0.055970149
Montenegro,2015,36.5,0,7.48,0.028885832,4053097851,3.390388794,,,,699855695.3,-746505642,17.54000092,,31,0.09540636
Montenegro,2016,36.5,0,7.38,-0.013368984,4373958354,2.949313068,,,,226702405.9,-978848488.3,17.71999931,56.84529114,33.9,0.093548387
Montenegro,2017,36.7,0.005479452,7.57,0.025745257,4844606146,4.716489657,,,,560665419,-1120803359,16.06999969,58.18561935,34,0.002949853
Montenegro,2018,34.7,-0.054495913,7.37,-0.026420079,5504255214,5.077910656,,,,485653127.8,-1319279618,15.18000031,56.08097076,32.4,-0.047058824
Montenegro,2019,34.1,-0.017291066,6.72,-0.088195387,5542577965,4.06293885,,,,418205414.7,-1173974752,15.11999989,54.17481995,36.8,0.135802469
Montenegro,2020,,,,,,,,,,,,15.85999966,,,
Netherlands,1995,29,,,,4.52E+11,3.116035986,,,,12206170579,24959272265,7.159999847,,,
Netherlands,1996,29,0,,,4.50E+11,3.498742121,,,,16604370594,24725662497,6.420000076,,,
Netherlands,1997,26,-0.103448276,,,4.17E+11,4.329053405,,,,11033361090,24212561640,5.510000229,,,
Netherlands,1998,25,-0.038461538,,,4.38E+11,4.66391716,,,,37618898706,22905671859,4.389999866,,,
Netherlands,1999,26,0.04,,,4.47E+11,5.034048152,,,,41161898490,18508860810,3.619999886,,,
Netherlands,2000,29,0.115384615,,,4.16E+11,4.195642498,,,,63109732335,15778115213,2.730000019,,,
Netherlands,2001,27,-0.068965517,,,4.31E+11,2.326955087,,,,51998915898,16726905204,2.119999886,,,
Netherlands,2002,27,0,,,4.72E+11,0.217273595,,,,25485041348,17519826437,2.549999952,,,
Netherlands,2003,,,,,5.79E+11,0.155645898,,,,20456442248,35877924001,3.589999914,,,
Netherlands,2004,,,,,6.57E+11,1.984945714,,,,1.40E+11,47230882637,4.650000095,,,
Netherlands,2005,26.9,,3.99,,6.85E+11,2.050876108,5.1,5.4,15.1,2.10E+11,54406673620,5.869999886,58.68983841,32.6,
Netherlands,2006,26.4,-0.018587361,3.82,-0.042606516,7.33E+11,3.460988954,5.1,6.7,14.7,3.76E+11,58269291779,5,59.65945053,34.2,0.049079755
Netherlands,2007,27.6,0.045454545,3.97,0.039267016,8.47E+11,3.772842521,5,6.7,14.4,7.34E+11,71340502767,4.150000095,59.94197845,34.9,0.020467836
Netherlands,2008,27.6,0,4.01,0.010075567,9.48E+11,2.170324851,5.2,6.6,14.7,1.96E+11,77902570954,3.650000095,60.33618164,38,0.088825215
Netherlands,2009,27.2,-0.014492754,3.97,-0.009975062,8.68E+11,-3.666883937,5.6,7.4,16.4,95851297436,64578703318,4.349999905,61.16703033,38.3,0.007894737
Netherlands,2010,25.5,-0.0625,3.65,-0.080604534,8.47E+11,1.342739336,5.6,7.8,16.7,1.16E+11,70300590056,4.989999771,63.71601868,41.4,0.080939948
Netherlands,2011,25.8,0.011764706,3.75,0.02739726,9.04E+11,1.551189312,5.5,7.9,16.7,3.32E+11,76217807727,4.980000019,75.87854767,41.2,-0.004830918
Netherlands,2012,25.4,-0.015503876,3.61,-0.037333333,8.39E+11,-1.030353991,5.4,8.1,16.9,2.40E+11,79734468582,5.820000172,76.60666656,42.2,0.024271845
Netherlands,2013,25.1,-0.011811024,3.58,-0.008310249,8.77E+11,-0.130175288,5.3,8.1,17.1,3.29E+11,92791020893,7.239999771,,43.2,0.023696682
Netherlands,2014,26.2,0.043824701,3.83,0.069832402,8.91E+11,1.423395395,5.3,8,17,1.18E+11,95411541565,7.420000076,,44.8,0.037037037
Netherlands,2015,26.7,0.019083969,3.82,-0.002610966,7.65E+11,1.959169721,5.2,8,16.5,3.23E+11,57713123634,6.869999886,80.5699234,46.3,0.033482143
Netherlands,2016,26.9,0.007490637,3.93,0.028795812,7.84E+11,2.191713719,5.2,7.5,16.4,2.39E+11,79957067139,6.010000229,80.36483765,45.7,-0.012958963
Netherlands,2017,27.1,0.007434944,3.99,0.015267176,8.34E+11,2.910902513,5.1,7.6,15.9,2.23E+11,89577911348,4.840000153,84.98045349,47.9,0.048140044
Netherlands,2018,27.4,0.011070111,4.05,0.015037594,9.14E+11,2.360915095,5.1,7.6,15.5,-3.61E+11,96358984889,3.829999924,87.09784698,49.4,0.03131524
Netherlands,2019,26.8,-0.02189781,3.94,-0.027160494,9.07E+11,1.677418368,5,7.7,15.4,35689139761,94589785884,3.380000114,,51.4,0.04048583
Netherlands,2020,27.5,0.026119403,4.04,0.025380711,,,,,,,,4.090000153,,54,
North Macedonia,1995,,,,,4680078740,-1.114727694,,,,9490000,,36.02000046,,,
North Macedonia,1996,,,,,4651453634,1.185103889,,,,11210000,-471490000,36.02000046,,,
North Macedonia,1997,,,,,3928975904,1.439981337,,,,15740000,-532200000,36,,,
North Macedonia,1998,,,,,3756208791,3.378735647,,,,151156392,-575445204.1,34.5,,,
North Macedonia,1999,,,,,3863743409,4.339027913,,,,91325732.42,-457074064.2,32.40000153,,,
North Macedonia,2000,,,,,3772851420,4.549135783,,,,217507099.2,-642125700.1,32.20000076,,,
North Macedonia,2001,,,,,3709637830,-3.067256625,,,,469570706.4,-545893559.1,30.52000046,,,
North Macedonia,2002,,,,,4018365247,1.493665472,,,,114193471.4,-827691031.7,31.94000053,,,
North Macedonia,2003,,,,,4946292775,2.222601657,,,,119041753.2,-855217292.8,36.68999863,,,
North Macedonia,2004,,,,,5682719260,4.67408958,,,,309137638.5,-1189733167,37.15999985,,,
North Macedonia,2005,,,,,6258600714,4.724088642,,,,145329601.5,-1093903653,37.25,29.21603966,,
North Macedonia,2006,,,,,6861222332,5.137025162,,,,427444589.3,-1226509436,36.02999878,28.66880035,11.6,
North Macedonia,2007,,,,,8336478142,6.473486858,,,,733466879,-1588287899,34.93000031,34.6360817,12.2,0.051724138
North Macedonia,2008,,,,,9909548411,5.47200139,,,,611688378.6,-2562426418,33.75999832,39.21926117,12.4,0.016393443
North Macedonia,2009,,,,,9401731496,-0.358614857,,,,259530321.5,-2136525990,32.18000031,39.29605103,14.3,0.153225806
North Macedonia,2010,,,,,9407168702,3.358750858,,,,301441681.7,-1856959108,32.02000046,37.48020172,17.1,0.195804196
North Macedonia,2011,,,,,10494632699,2.339886045,,,,507920732.8,-2140371836,31.37999916,,20.4,0.192982456
North Macedonia,2012,38.8,,10.2,,9745251126,-0.456183224,,,,337911248.2,-2190294311,31.02000046,39.00164032,21.7,0.06372549
North Macedonia,2013,37,-0.046391753,8.37,-0.179411765,10817712139,2.925257665,,,,402458309.8,-1976433126,29,37.77656174,23.1,0.064516129
North Macedonia,2014,35.2,-0.048648649,7.22,-0.13739546,11362272838,3.629123513,,,,60879915.45,-1963060753,28.03000069,38.32701111,24.9,0.077922078
North Macedonia,2015,33.7,-0.042613636,6.62,-0.083102493,10064515432,3.85586514,,,,296604200.4,-1631227768,26.06999969,41.14332962,28.6,0.148594378
North Macedonia,2016,33.6,-0.002967359,6.63,0.001510574,10672471861,2.848205194,,,,549371101.6,-1630959009,23.71999931,,29.1,0.017482517
North Macedonia,2017,32.4,-0.035714286,6.38,-0.037707391,11307058382,1.081772738,,,,380738977.5,-1588372813,22.37999916,42.45998001,30.6,0.051546392
North Macedonia,2018,31.9,-0.015432099,6.16,-0.034482759,12683073866,2.9,,,,648732425,-1612255273,20.73999977,43.11650085,33.3,0.088235294
North Macedonia,2019,30.7,-0.037617555,5.56,-0.097402597,12547040499,3.2,,,,549500829.9,-1812627734,17.26000023,,35.7,0.072072072
North Macedonia,2020,,,,,,,,,,,,18.39999962,,39.7,
Norway,1995,,,,,1.52E+11,4.155491334,,,,2392766980,9210227896,6.309999943,,,
Norway,1996,,,,,1.64E+11,5.027947172,,,,3827495491,14356162492,5.039999962,,,
Norway,1997,,,,,1.61E+11,5.284592985,,,,4514609380,13122944789,4.690000057,,,
Norway,1998,,,,,1.54E+11,2.624426222,,,,5645870321,2783429001,3.74000001,,,
Norway,1999,,,,,1.62E+11,2.012863289,,,,5822113546,11628207142,3.25,,,
Norway,2000,,,,,1.71E+11,3.204979222,,,,8332062186,28634752066,3.460000038,,,
Norway,2001,,,,,1.74E+11,2.074790394,,,,3190216069,28959148662,3.74000001,,,
Norway,2002,,,,,1.96E+11,1.44625414,,,,3011752930,25807116183,4.019999981,,,
Norway,2003,26.6,,,,2.29E+11,0.910105664,,,,4179380423,29256428734,4.21999979,,,
Norway,2004,25.2,-0.052631579,,,2.65E+11,3.96941456,,,,4918494986,35088038657,4.260000229,,,
Norway,2005,28.2,0.119047619,4.05,,3.09E+11,2.625457626,5.2,7.3,16.2,10058759830,49346598608,4.380000114,78.52335358,39.4,
Norway,2006,29.2,0.035460993,4.84,0.195061728,3.46E+11,2.399790821,4.9,6.9,15.3,11877923790,58412736961,3.400000095,77.67086029,41.9,0.063451777
Norway,2007,23.7,-0.188356164,3.54,-0.268595041,4.01E+11,2.994251851,4.9,6.9,15.5,24806091103,54051258701,2.49000001,75.48996735,43.7,0.042959427
Norway,2008,25.1,0.05907173,3.73,0.053672316,4.62E+11,0.476379999,4.7,6.6,15.2,20578219685,79770502729,2.549999952,72.59346771,46.2,0.057208238
Norway,2009,24.1,-0.039840637,3.51,-0.058981233,3.86E+11,-1.727020309,5.4,7.5,17.8,8635762892,47009824745,3.099999905,73.17961884,47,0.017316017
Norway,2010,23.6,-0.020746888,3.42,-0.025641026,4.29E+11,0.701833824,5.3,7.4,17.6,21634265663,50460931970,3.519999981,73.49385834,47.3,0.006382979
Norway,2011,22.9,-0.029661017,3.28,-0.040935673,4.98E+11,0.981469497,5,7.1,17.4,10296323076,66947329884,3.220000029,73.66792297,48.8,0.031712474
Norway,2012,22.5,-0.017467249,3.21,-0.021341463,5.10E+11,2.703073855,4.9,7.1,17.3,27897968328,66093927278,3.119999886,73.57134247,47.6,-0.024590164
Norway,2013,22.7,0.008888889,3.25,0.012461059,5.23E+11,1.034072914,4.9,7.4,17.6,-1368607171,55985337268,3.420000076,76.50003052,48.8,0.025210084
Norway,2014,23.5,0.035242291,3.41,0.049230769,4.98E+11,1.969544301,5.1,7.7,18.2,3242240088,44434579077,3.480000019,77.54350281,52.1,0.067622951
Norway,2015,23.9,0.017021277,3.5,0.026392962,3.86E+11,1.967128438,5.5,8.2,19.5,7274086872,21863652371,4.300000191,77.9589386,50.9,-0.02303263
Norway,2016,25,0.046025105,3.69,0.054285714,3.69E+11,1.071558977,5.7,8.6,20.5,-18668572814,6036031881,4.679999828,80.54653931,50.1,-0.015717092
Norway,2017,26.1,0.044,3.9,0.056910569,3.98E+11,2.323258407,5.6,8.4,19.9,5900604724,13905925061,4.159999847,81.99234772,49,-0.021956088
Norway,2018,24.8,-0.049808429,3.71,-0.048717949,4.34E+11,1.289548201,5.4,8.2,19,-5664319362,25065483854,3.799999952,83.01725769,50.6,0.032653061
Norway,2019,25.4,0.024193548,3.81,0.026954178,4.03E+11,1.154721939,5.6,8.7,19.7,12734728527,6569464618,3.690000057,,49.1,-0.029644269
Norway,2020,,,,,,,,,,,,4.619999886,,51.5,
Poland,1995,,,,,1.42E+11,7.102865538,,,,3659000000,1891000000,13.69999981,,,
Poland,1996,,,,,1.60E+11,6.115380709,,,,4500000000,-3883000000,12.68000031,,,
Poland,1997,,,,,1.59E+11,6.449059835,,,,4910000000,-6650000000,10.96000004,,,
Poland,1998,,,,,1.75E+11,4.640634369,,,,6383000000,-8620000000,9.93999958,,,
Poland,1999,,,,,1.70E+11,4.654826659,,,,7407000000,-13691000000,12.28999996,,,
Poland,2000,30,,,,1.72E+11,4.561025468,,,,9335000000,-10904000000,16.30999947,,,
Poland,2001,30,0,,,1.91E+11,1.258472694,,,,5677000000,-6876000000,18.37000084,,,
Poland,2002,,,,,1.99E+11,2.035903501,,,,4091000000,-6474000000,19.89999962,,,
Poland,2003,,,,,2.18E+11,3.498399184,,,,5371000000,-5482000000,19.37000084,,,
Poland,2004,,,,,2.55E+11,4.982822123,,,,13868000000,-7282000000,19.06999969,,,
Poland,2005,35.6,,6.64,,3.06E+11,3.506847453,6.1,4.4,17.1,11041000000,-3963000000,17.75,63.5945816,22.7,
Poland,2006,33.3,-0.064606742,5.65,-0.149096386,3.45E+11,6.131143946,5.9,4.6,16.8,21473000000,-8407000000,13.84000015,65.36472321,24.7,0.088105727
Poland,2007,32.2,-0.033033033,5.26,-0.069026549,4.29E+11,7.061543813,5.7,4.5,15.6,25031000000,-16670000000,9.600000381,67.21199799,27,0.093117409
Poland,2008,32,-0.00621118,5.12,-0.02661597,5.34E+11,4.199962292,5.6,5,15.5,14574000000,-28550000000,7.119999886,70.22705078,29.7,0.1
Poland,2009,31.4,-0.01875,4.97,-0.029296875,4.40E+11,2.832184589,5.4,5,16.1,14025000000,-4515000000,8.170000076,72.31266785,32.8,0.104377104
Poland,2010,31.1,-0.00955414,4.98,0.002012072,4.80E+11,3.740517779,5.5,5,16.3,18395000000,-10973000000,9.640000343,74.75524902,34.8,0.06097561
Poland,2011,31.1,0,4.95,-0.006024096,5.28E+11,4.757638004,5.4,4.7,15.5,18534000000,-12402000000,9.630000114,74.6585083,36.5,0.048850575
Poland,2012,30.9,-0.006430868,4.92,-0.006060606,4.99E+11,1.324890828,5.4,4.6,15.7,7358000000,-4387000000,10.09000015,73.9614563,39.1,0.071232877
Poland,2013,30.7,-0.006472492,4.88,-0.008130081,5.21E+11,1.125767836,5.3,4.7,16.1,795000000,6992000000,10.32999992,71.85639954,40.5,0.035805627
Poland,2014,30.8,0.003257329,4.91,0.006147541,5.42E+11,3.378578073,5.3,4.7,16,19776000000,5107000000,8.989999771,68.44716644,42.1,0.039506173
Poland,2015,30.6,-0.006493506,4.92,0.00203666,4.78E+11,4.236326306,5.3,4.7,15.7,15065000000,12954000000,7.5,66.94615173,43.4,0.03087886
Poland,2016,29.8,-0.026143791,4.76,-0.032520325,4.73E+11,3.141731229,5,4.6,16.6,18321000000,17484000000,6.159999847,67.00454712,44.6,0.02764977
Poland,2017,29.2,-0.020134228,4.56,-0.042016807,5.27E+11,4.83065457,4.9,4.7,16.4,11762000000,19707000000,4.889999866,67.82743835,45.7,0.024663677
Poland,2018,27.8,-0.047945205,4.25,-0.067982456,5.87E+11,5.353704746,5,4.8,16.2,17624000000,17794000000,3.849999905,68.62010193,45.7,0
Poland,2019,28.5,0.025179856,4.37,0.028235294,5.96E+11,4.540919514,5,4.9,16.7,14399000000,27808000000,3.279999971,,46.6,0.019693654
Poland,2020,,,,,,,,,,,,3.549999952,,47,
Portugal,1995,37,,,,1.18E+11,4.28278046,,,,684572213.8,-7284981153,7.059999943,,,
Portugal,1996,36,-0.027027027,,,1.23E+11,3.504247069,,,,1571447865,-8440792538,7.300000191,,,
Portugal,1997,36,0,,,1.17E+11,4.400867754,,,,2710655380,-9070226623,6.570000172,,,
Portugal,1998,37,0.027777778,,,1.24E+11,4.807962976,,,,6071328303,-10959524789,4.650000095,,,
Portugal,1999,36,-0.027027027,,,1.27E+11,3.90657744,,,,740701804.3,-13027965112,4.579999924,,,
Portugal,2000,36,0,,,1.18E+11,3.816178063,,,,7292581671,-12926315215,3.809999943,,,
Portugal,2001,37,0.027777778,,,1.21E+11,1.943672296,,,,6113785654,-12215479061,3.829999924,,,
Portugal,2002,,,,,1.34E+11,0.770924024,,,,587893729.7,-10822178498,4.5,,,
Portugal,2003,,,,,1.65E+11,-0.930521193,,,,10354679114,-10541686032,6.130000114,,,
Portugal,2004,37.8,,,,1.89E+11,1.788735682,,,,2485161769,-14709125857,6.320000172,,,
Portugal,2005,38.1,0.007936508,6.96,,1.97E+11,0.781848216,6.6,7.4,15.1,3367937007,-16835801749,7.579999924,55.43175888,17.5,
Portugal,2006,37.7,-0.010498688,6.73,-0.033045977,2.09E+11,1.625034176,6.4,7.1,15.1,13394502768,-16191219866,7.650000095,55.3979187,18.3,0.045714286
Portugal,2007,36.8,-0.023872679,6.47,-0.038632987,2.40E+11,2.506579646,5.9,7.1,14.9,6014642427,-17631717450,7.960000038,57.79473877,19.5,0.06557377
Portugal,2008,35.8,-0.027173913,6.11,-0.055641422,2.62E+11,0.319247925,6,7.3,15.2,7819075463,-24352320742,7.550000191,61.61090088,21.6,0.107692308
Portugal,2009,35.4,-0.011173184,6.01,-0.016366612,2.44E+11,-3.12207942,6.5,8,17.2,5585829214,-16490046324,9.430000305,62.64160919,21.3,-0.013888889
Portugal,2010,33.7,-0.048022599,5.56,-0.074875208,2.38E+11,1.737625476,6.7,7.5,17.4,8966915539,-17496926693,10.77000046,65.60205078,24,0.126760563
Portugal,2011,34.2,0.014836795,5.68,0.021582734,2.45E+11,-1.696164781,6.1,7,18,9821076890,-9087603279,12.68000031,68.42896271,26.7,0.1125
Portugal,2012,34.5,0.00877193,5.82,0.024647887,2.16E+11,-4.057293608,5.4,6.6,18.5,21396375527,-75252894.18,15.52999973,68.51029205,27.8,0.041198502
Portugal,2013,34.2,-0.008695652,6.01,0.032646048,2.26E+11,-0.922644675,5.5,6.5,19.4,15745220666,3911365266,16.18000031,66.13674164,30,0.079136691
Portugal,2014,34.5,0.00877193,6.23,0.036605657,2.30E+11,0.792190302,5.3,6.3,19,12045808665,1864558949,13.89000034,65.50357056,31.3,0.043333333
Portugal,2015,34,-0.014492754,6.01,-0.035313002,1.99E+11,1.792046046,5.1,6.2,18.5,1270014233,2805581231,12.43999958,61.75632858,31.9,0.019169329
Portugal,2016,33.9,-0.002941176,5.88,-0.021630616,2.06E+11,2.019485396,4.8,6.1,18.1,7354810293,3559940696,11.06999969,63.25564957,34.6,0.084639498
Portugal,2017,33.5,-0.01179941,5.75,-0.022108844,2.21E+11,3.506344739,4.6,6.2,17.2,10663828803,3407419072,8.869999886,63.93581009,33.5,-0.031791908
Portugal,2018,32.1,-0.041791045,5.22,-0.092173913,2.42E+11,2.849325949,4.4,6.5,16.9,7815679195,1741923902,6.989999771,65.66265869,33.5,0
Portugal,2019,31.9,-0.00623053,5.16,-0.011494253,2.39E+11,2.235976555,4.4,6.6,16.9,8270971798,887962881.1,6.460000038,,36.2,0.080597015
Portugal,2020,,,,,,,,,,,,7.199999809,,39.6,
Romania,1995,,,,,37435317265,6.233511484,,,,419000000,-1902000000,8.010000229,,,
Romania,1996,,,,,36937074278,3.907702088,,,,263000000,-2855000000,6.739999771,,,
Romania,1997,,,,,35574916295,-4.849062738,,,,1215000000,-2361000000,5.510000229,,,
Romania,1998,,,,,41694118973,-2.029812906,,,,2031000000,-3228000000,5.630000114,,,
Romania,1999,,,,,35952781582,-0.376660706,,,,1041000000,-1512000000,6.239999771,,,
Romania,2000,29,,,,37253259017,2.461263459,,,,1037000000,-1930000000,6.96999979,,,
Romania,2001,30,0.034482759,,,40394824679,5.218136257,,,,1157000000,-3090000000,6.559999943,,,
Romania,2002,30,0,,,46066101951,5.70299165,,,,1144000000,-2602000000,8.109999657,,,
Romania,2003,,,,,57806506024,2.341147329,,,,1844000000,-4467000000,6.949999809,,,
Romania,2004,,,,,74972669057,10.42811302,,,,6443000000,-6930000000,7.71999979,,,
Romania,2005,,,,,98452791983,4.668148051,3.6,3.3,10.1,6498650463,-10073167533,7.170000076,46.38264847,11.4,
Romania,2006,,,,,1.22E+11,8.028811076,4.1,3.3,10,11006614842,-15033618153,7.269999981,52.47505951,12.4,0.087719298
Romania,2007,38.3,,8.11,,1.75E+11,7.233807744,3.9,3.6,10,10103086514,-24811183193,6.409999847,58.27952957,13.9,0.120967742
Romania,2008,35.9,-0.062663185,7,-0.136868064,2.14E+11,9.307467171,4.3,3.6,11,13667824245,-28102429498,5.789999962,65.79338074,16,0.151079137
Romania,2009,34.5,-0.038997214,6.53,-0.067142857,1.74E+11,-5.517394408,3.8,4,13.1,4637684880,-11289682062,6.860000134,68.59246063,16.8,0.05
Romania,2010,33.5,-0.028985507,6.11,-0.06431853,1.66E+11,-3.90123628,3.3,4.1,13.9,3213737652,-10755417173,6.960000038,63.99544144,18.3,0.089285714
Romania,2011,33.5,0,6.24,0.021276596,1.83E+11,1.906067707,4.1,4.2,13,2370097223,-10786737151,7.179999828,58.18540955,20.3,0.109289617
Romania,2012,34,0.014925373,6.6,0.057692308,1.71E+11,2.040665131,3,3.9,12.4,3047569714,-8705665054,6.789999962,49.71393967,21.7,0.068965517
Romania,2013,34.6,0.017647059,6.83,0.034848485,1.91E+11,3.770962304,2.8,4,11.5,3854819398,-1391032126,7.099999905,46.84502029,22.9,0.055299539
Romania,2014,35,0.011560694,7.24,0.060029283,2.00E+11,3.608723653,3,4,11.4,3869197075,-574955001.1,6.800000191,47.13710022,25,0.091703057
Romania,2015,37.4,0.068571429,8.32,0.149171271,1.78E+11,2.953674037,3.1,4.2,11.5,4317731472,-1064124299,6.809999943,46.72668839,25.6,0.024
Romania,2016,34.7,-0.072192513,7.2,-0.134615385,1.88E+11,4.702997747,3.3,4,11.5,6252035766,-1568831153,5.900000095,48.24060822,25.6,0
Romania,2017,33.1,-0.04610951,6.45,-0.104166667,2.12E+11,7.319448529,2.8,4.3,11.7,5952909608,-4625663033,4.929999828,49.38187027,26.3,0.02734375
Romania,2018,35.1,0.060422961,7.21,0.117829457,2.41E+11,4.474523775,3.2,4.7,11.6,7343560129,-7524481869,4.190000057,51.01253891,24.6,-0.064638783
Romania,2019,34.8,-0.008547009,7.08,-0.018030513,2.50E+11,4.152627412,3.6,5,11.9,7365441774,-9803633128,3.910000086,,25.8,0.048780488
Romania,2020,,,,,,,,,,,,4.840000153,,26.4,
Serbia,1995,,,,,16832598870,,,,,,,13.39999962,,,
Serbia,1996,,,,,21818007449,6.264082643,,,,,,13.19999981,,,
Serbia,1997,,,,,25676488000,7.207379839,,,,,,13.80000019,,,
Serbia,1998,,,,,19457979423,3.340877358,,,,,,13.69999981,,,
Serbia,1999,,,,,19388663551,-9.424161606,,,,,,13.69999981,,,
Serbia,2000,,,,,6875845987,6.13181309,,,,,,12.60000038,,,
Serbia,2001,,,,,12960538724,6.878774765,,,,,,12.80000019,,,
Serbia,2002,,,,,17120906918,6.380405304,,,,,,13.80000019,,,
Serbia,2003,,,,,22482365322,4.387757023,,,,,,15.19999981,,,
Serbia,2004,,,,,26141968161,9.028196928,,,,,,18.5,,,
Serbia,2005,,,,,27683225959,5.530347121,,,,,,20.85000038,44.20524979,,
Serbia,2006,,,,,32482070360,5.107790141,,,,,,20.85000038,46.81958008,,
Serbia,2007,,,,,43170990616,6.439525554,,,,4423192680,-10129243438,18.05999947,47.99300003,,
Serbia,2008,,,,,52194221469,5.655576622,,,,4055798182,-12795049317,13.71000004,48.66537857,,
Serbia,2009,,,,,45162894381,-2.731751989,,,,2929226710,-7029431941,16.13999939,49.84967041,,
Serbia,2010,,,,,41819468692,0.731044553,,,,1693250319,-6267922591,19.21999931,49.08272171,20.5,
Serbia,2011,,,,,49258136129,2.036276689,,,,4930532020,-7418732547,22.96999931,51.59376907,20.7,0.009756098
Serbia,2012,,,,,43309252921,-0.681542369,,,,1275339756,-7106391499,24,53.50003052,24.6,0.188405797
Serbia,2013,38,,8.59,,48394239475,2.892636734,,,,2059297317,-5109389345,22.14999962,56.38087845,25.4,0.032520325
Serbia,2014,38.3,0.007894737,9.41,0.095459837,47062206678,-1.58951032,,,,1999539187,-4838400878,19.21999931,58.05496979,27.1,0.066929134
Serbia,2015,40,0.044386423,10.7,0.137088204,39655958843,1.806059265,,,,2343139736,-3234473621,17.65999985,58.28768921,28.9,0.066420664
Serbia,2016,39.8,-0.005,11.02,0.029906542,40692643373,3.338586765,,,,2355214637,-2447273760,15.26000023,62.13697052,29.9,0.034602076
Serbia,2017,37.8,-0.050251256,9.38,-0.148820327,44179055280,2.101163847,,,,2894615965,-3435173094,13.47999954,66.48674011,31.4,0.050167224
Serbia,2018,35.6,-0.058201058,8.58,-0.085287846,50640650221,4.495121293,,,,4071895068,-4813258318,12.72999954,67.15866089,32.8,0.044585987
Serbia,2019,33.3,-0.064606742,6.46,-0.247086247,51475016532,4.24851344,,,,4268709250,-5159167605,10.39999962,67.7898407,33.5,0.021341463
Serbia,2020,,,,,,,,,,,,9.079999924,,33,
Slovakia,1995,,,,,25840146405,5.84349599,,,,236132979.2,311229344.8,13.10999966,,,
Slovakia,1996,,,,,27925036755,6.619895357,,,,350826240,-2244614405,11.34000015,,,
Slovakia,1997,,,,,27706028096,5.925838557,,,,176706776.8,-2011356105,11.89000034,,,
Slovakia,1998,,,,,29856000671,4.076096334,,,,646612354.4,-2334234279,12.18999958,,,
Slovakia,1999,,,,,30453383763,-0.105914263,,,,338895206.3,-1053706301,15.94999981,,,
